|00|2022-07-22 18:52:08.469
|01|2022-07-22 18:52:08.501
|00|2022-07-22 18:52:08.516
|01|2022-07-22 18:52:08.572
|00|2022-07-22 18:52:08.595
|02|2022-07-22 18:52:08.625
|03|2022-07-22 18:52:08.642
|01|2022-07-22 18:52:08.657
|04|2022-07-22 18:52:08.673
|02|2022-07-22 18:52:08.689
|03|2022-07-22 18:52:08.703
|05|2022-07-22 18:52:08.719
|04|2022-07-22 18:52:08.734
|02|2022-07-22 18:52:08.749
|03|2022-07-22 18:52:08.765
|05|2022-07-22 18:52:08.780
|04|2022-07-22 18:52:08.795
|06|2022-07-22 18:52:08.811
|07|2022-07-22 18:52:08.827
|05|2022-07-22 18:52:08.842
|09|2022-07-22 18:52:08.857
|06|2022-07-22 18:52:08.872
|07|2022-07-22 18:52:08.903
|10|2022-07-22 18:52:08.918
|09|2022-07-22 18:52:08.934
|07|2022-07-22 18:52:08.951
|13|2022-07-22 18:52:08.965
|00|2022-07-22 18:52:36.220
|01|2022-07-22 18:52:36.235
|02|2022-07-22 18:52:36.252
|00|2022-07-22 18:52:36.267
|01|2022-07-22 18:52:36.282
|02|2022-07-22 18:52:36.298
|03|2022-07-22 18:52:36.312
|00|2022-07-22 18:52:53.565
|00|2022-07-22 18:52:53.633
|01|2022-07-22 18:52:53.660
|00|2022-07-22 18:52:53.675
|01|2022-07-22 18:52:53.691
|02|2022-07-22 18:52:53.723
|01|2022-07-22 18:52:53.754
|03|2022-07-22 18:52:53.769
|02|2022-07-22 18:52:53.785
|04|2022-07-22 18:52:53.800
|05|2022-07-22 18:52:53.815
|00|2022-07-22 18:53:09.771
|00|2022-07-22 18:53:09.818
|00|2022-07-22 18:53:09.850
|01|2022-07-22 18:53:09.866
|02|2022-07-22 18:53:09.898
|01|2022-07-22 18:53:09.913
|03|2022-07-22 18:53:09.929
|02|2022-07-22 18:53:09.944
|01|2022-07-22 18:53:09.975
|03|2022-07-22 18:53:09.991
|04|2022-07-22 18:53:10.006
|00|2022-07-22 18:53:30.212
|00|2022-07-22 18:53:50.043
|01|2022-07-22 18:53:50.074
|00|2022-07-22 18:53:50.105
|01|2022-07-22 18:53:50.138
|00|2022-07-22 18:53:50.168
|02|2022-07-22 18:53:50.199
|03|2022-07-22 18:53:50.230
|01|2022-07-22 18:53:50.262
|04|2022-07-22 18:53:50.294
|07|2022-07-22 18:53:50.325
|08|2022-07-22 18:53:50.356
|12|2022-07-22 18:53:50.388
|04|2022-07-22 18:53:50.424
|07|2022-07-22 18:53:50.467
|08|2022-07-22 18:53:50.498
|12|2022-07-22 18:53:50.530
|04|2022-07-22 18:53:50.561
|07|2022-07-22 18:53:50.595
|08|2022-07-22 18:53:50.624
|12|2022-07-22 18:53:50.656
|13|2022-07-22 18:53:50.703
|17|2022-07-22 18:53:50.733
|18|2022-07-22 18:53:50.764
|26|2022-07-22 18:53:50.796
|27|2022-07-22 18:53:50.827
|09|2022-07-22 18:53:50.858
|03|2022-07-22 18:53:50.889
|18|2022-07-22 18:53:50.921
|26|2022-07-22 18:53:50.952
|27|2022-07-22 18:53:50.982
|03|2022-07-22 18:53:51.014
|18|2022-07-22 18:53:51.046
|26|2022-07-22 18:53:51.077
|27|2022-07-22 18:53:51.108
|14|2022-07-22 18:53:51.140
|15|2022-07-22 18:53:51.172
|16|2022-07-22 18:53:51.204
|19|2022-07-22 18:53:51.234
|20|2022-07-22 18:53:51.265
|21|2022-07-22 18:53:51.297
|23|2022-07-22 18:53:51.329
|17|2022-07-22 18:53:51.359
|20|2022-07-22 18:53:51.390
|21|2022-07-22 18:53:51.421
|23|2022-07-22 18:53:51.452
|09|2022-07-22 18:53:51.483
|20|2022-07-22 18:53:51.514
|21|2022-07-22 18:53:51.546
|23|2022-07-22 18:53:51.577
|09|2022-07-22 18:53:51.608
|22|2022-07-22 18:53:51.686
|14|2022-07-22 18:53:51.718
|24|2022-07-22 18:53:51.749
|28|2022-07-22 18:53:51.780
|25|2022-07-22 18:53:51.812
|05|2022-07-22 18:53:51.843
|30|2022-07-22 18:53:51.874
|15|2022-07-22 18:53:51.905
|06|2022-07-22 18:53:51.937
|05|2022-07-22 18:53:51.967
|17|2022-07-22 18:53:51.999
|15|2022-07-22 18:53:52.030
|06|2022-07-22 18:53:52.062
|05|2022-07-22 18:53:52.093
|06|2022-07-22 18:53:52.125
|29|2022-07-22 18:53:52.219
|22|2022-07-22 18:53:52.251
|31|2022-07-22 18:53:52.281
|14|2022-07-22 18:53:52.312
|02|2022-07-22 18:53:52.343
|19|2022-07-22 18:53:52.374
|22|2022-07-22 18:53:52.405
|25|2022-07-22 18:53:52.436
|02|2022-07-22 18:53:52.467
|30|2022-07-22 18:53:52.497
|25|2022-07-22 18:53:52.528
|30|2022-07-22 18:53:52.559
|29|2022-07-22 18:53:52.779
|16|2022-07-22 18:53:52.811
|13|2022-07-22 18:53:52.843
|24|2022-07-22 18:53:52.874
|29|2022-07-22 18:53:52.905
|16|2022-07-22 18:53:52.936
|13|2022-07-22 18:53:52.967
|24|2022-07-22 18:53:52.998
|31|2022-07-22 18:53:53.358
|31|2022-07-22 18:53:53.403
|19|2022-07-22 18:53:53.452
|28|2022-07-22 18:53:53.871
|28|2022-07-22 18:53:53.919
|00|2022-07-22 18:54:28.337
|01|2022-07-22 18:54:28.368
|02|2022-07-22 18:54:28.400
|03|2022-07-22 18:54:28.431
|00|2022-07-22 18:54:28.463
|04|2022-07-22 18:54:28.495
|02|2022-07-22 18:54:28.527
|03|2022-07-22 18:54:28.557
|00|2022-07-22 18:54:28.589
|07|2022-07-22 18:54:28.620
|02|2022-07-22 18:54:28.651
|03|2022-07-22 18:54:28.682
|07|2022-07-22 18:54:28.714
|07|2022-07-22 18:54:28.761
|01|2022-07-22 18:54:28.918
|01|2022-07-22 18:54:28.965
|05|2022-07-22 18:54:28.997
|06|2022-07-22 18:54:29.028
|09|2022-07-22 18:54:29.060
|08|2022-07-22 18:54:29.091
|11|2022-07-22 18:54:29.122
|12|2022-07-22 18:54:29.153
|13|2022-07-22 18:54:29.185
|08|2022-07-22 18:54:29.217
|11|2022-07-22 18:54:29.248
|12|2022-07-22 18:54:29.279
|13|2022-07-22 18:54:29.311
|08|2022-07-22 18:54:29.343
|11|2022-07-22 18:54:29.375
|12|2022-07-22 18:54:29.406
|13|2022-07-22 18:54:29.437
|05|2022-07-22 18:54:29.547
|04|2022-07-22 18:54:29.577
|10|2022-07-22 18:54:29.608
|15|2022-07-22 18:54:29.639
|14|2022-07-22 18:54:29.669
|04|2022-07-22 18:54:29.700
|10|2022-07-22 18:54:29.731
|15|2022-07-22 18:54:29.763
|14|2022-07-22 18:54:29.795
|10|2022-07-22 18:54:29.826
|15|2022-07-22 18:54:29.857
|14|2022-07-22 18:54:29.888
|06|2022-07-22 18:54:30.089
|05|2022-07-22 18:54:30.120
|09|2022-07-22 18:54:30.151
|06|2022-07-22 18:54:30.183
|09|2022-07-22 18:54:30.215
